0,0,1.433899705e+04,9.895924490e-09,4.087654910e-03
1,0,1.401779106e+04,1.018879001e-08,4.098601526e-03
2,0,1.375148505e+04,1.043964225e-08,4.107739774e-03
3,0,1.351348028e+04,1.067049519e-08,4.115964739e-03
4,0,1.329363033e+04,1.088972231e-08,4.123618557e-03
5,0,1.308671014e+04,1.110165774e-08,4.130878189e-03
6,0,1.288958518e+04,1.130893830e-08,4.137850558e-03
7,0,1.270018815e+04,1.151334571e-08,4.144606926e-03
8,0,1.251706369e+04,1.171617988e-08,4.151198192e-03
9,0,1.233913673e+04,1.191844845e-08,4.157662669e-03
10,0,1.216558305e+04,1.212097289e-08,4.164030447e-03
11,0,1.199575158e+04,1.232445248e-08,4.170326010e-03
12,0,1.182911515e+04,1.252950548e-08,4.176569911e-03
13,0,1.166523780e+04,1.273669704e-08,4.182779880e-03
14,0,1.150375237e+04,1.294655913e-08,4.188971609e-03
15,0,1.134434453e+04,1.315960556e-08,4.195159310e-03
16,0,1.118674115e+04,1.337634387e-08,4.201356134e-03
17,0,1.103070166e+04,1.359728526e-08,4.207574501e-03
18,0,1.087601142e+04,1.382295340e-08,4.213826360e-03
19,0,1.072247658e+04,1.405389261e-08,4.220123412e-03
20,0,1.056991995e+04,1.429067592e-08,4.226477301e-03
21,0,1.041817773e+04,1.453391330e-08,4.232899789e-03
22,0,1.026709679e+04,1.478426043e-08,4.239402920e-03
23,0,1.011653230e+04,1.504242832e-08,4.245999189e-03
24,0,9.966345818e+03,1.530919417e-08,4.252701707e-03
25,0,9.816403484e+03,1.558541378e-08,4.259524382e-03
26,0,9.666574447e+03,1.587203607e-08,4.266482117e-03
27,0,9.516729370e+03,1.617012028e-08,4.273591031e-03
28,0,9.366738990e+03,1.648085652e-08,4.280868713e-03
29,0,9.216472687e+03,1.680559072e-08,4.288334520e-03
30,0,9.065797017e+03,1.714585514e-08,4.296009932e-03
31,0,8.914574144e+03,1.750340611e-08,4.303918975e-03
32,0,8.762660143e+03,1.788027121e-08,4.312088749e-03
33,0,8.609903088e+03,1.827880891e-08,4.320550065e-03
34,0,8.456140852e+03,1.870178478e-08,4.329338256e-03
35,0,8.301198526e+03,1.915247025e-08,4.338494203e-03
36,0,8.144885319e+03,1.963477210e-08,4.348065656e-03
37,0,7.986990765e+03,2.015340513e-08,4.358108951e-03
38,0,7.827279990e+03,2.071412581e-08,4.368691302e-03
39,0,7.665487709e+03,2.132405480e-08,4.379893882e-03
40,0,7.501310459e+03,2.199213078e-08,4.391816067e-03
41,0,7.334396347e+03,2.272976444e-08,4.404581391e-03
42,0,7.164331237e+03,2.355180505e-08,4.418346114e-03
43,0,6.990619678e+03,2.447801164e-08,4.433311846e-03
44,0,6.812657884e+03,2.553536702e-08,4.449744698e-03
45,0,6.629694233e+03,2.676185568e-08,4.468005207e-03
46,0,6.440769453e+03,2.821289596e-08,4.488596650e-03
47,0,6.244622049e+03,2.997281730e-08,4.512245629e-03
48,0,6.039530816e+03,3.217641989e-08,4.540040534e-03
49,0,5.823034812e+03,3.505169527e-08,4.573673739e-03
50,0,5.591390880e+03,3.900861327e-08,4.615857534e-03
51,0,5.338387348e+03,4.482723077e-08,4.670947829e-03
52,0,5.052190826e+03,5.402757069e-08,4.745375433e-03
53,0,4.702934697e+03,6.941333069e-08,4.846114338e-03
