time,kInc,recordType,Nd,emittedTotal,removedTipStep,removedTipTotal,removedBoundaryStep,removedBoundaryTotal,rss_source,Kapp_MPam05,KD_MPam05,Ktip_MPam05,KtipDrop_MPam05,KtipPeak_MPam05,back_stress,dxMin,P_first,V_first,RSS_first,P_last,V_last,RSS_last
1.59345046e+12,1640000,0,63,63,0,0,0,0,3.70858104e-03,1.50970314e+00,3.27060268e-01,1.18264287e+00,0.00000000e+00,nan,-1.58192357e-03,6.78507069e+01,1.48663670e+04,8.76077082e-09,4.04205630e-03,4.65657170e+03,4.30063866e-08,4.65448655e-03
1.59580673e+12,1643479,1,63,63,0,0,0,0,3.72671170e-03,1.51193557e+00,3.23321271e-01,1.18861430e+00,0.00000000e+00,1.18861430e+00,-1.57270566e-03,6.76114727e+01,1.48867241e+04,8.52227547e-09,4.03175619e-03,4.74022359e+03,3.00270539e-08,4.51295302e-03
1.59580673e+12,1643479,2,64,64,0,0,0,0,-2.17321820e-01,1.51193557e+00,4.40118980e-01,1.07181659e+00,1.16797709e-01,1.18861430e+00,-2.22621238e-01,6.76114727e+01,1.48867241e+04,8.52227547e-09,4.03175619e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.60189214e+12,1652564,1,64,64,0,0,0,0,3.72670949e-03,1.51770115e+00,3.27376457e-01,1.19032469e+00,0.00000000e+00,1.19032469e+00,-1.59572634e-03,6.69490128e+01,1.49398396e+04,8.43110641e-09,4.02774539e-03,4.72641291e+03,2.98616154e-08,4.51079140e-03
1.60189214e+12,1652564,2,65,65,0,0,0,0,-2.17321823e-01,1.51770115e+00,4.44174165e-01,1.07352698e+00,1.16797709e-01,1.19032469e+00,-2.22644258e-01,6.69490128e+01,1.49398396e+04,8.43110641e-09,4.02774539e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.60682373e+12,1660000,0,65,65,0,0,0,0,3.71803174e-03,1.52237355e+00,3.33185744e-01,1.18918781e+00,0.00000000e+00,nan,-1.62305816e-03,6.64052408e+01,1.49826945e+04,8.45483679e-09,4.02879336e-03,4.67629859e+03,3.44777774e-08,4.56717792e-03
1.60796895e+12,1661726,1,65,65,0,0,0,0,3.72670821e-03,1.52345858e+00,3.31413787e-01,1.19204479e+00,0.00000000e+00,1.19204479e+00,-1.61871356e-03,6.62976612e+01,1.49923069e+04,8.34182072e-09,4.02377680e-03,4.71284446e+03,2.96972667e-08,4.50863259e-03
1.60796895e+12,1661726,2,66,66,0,0,0,0,-2.17321824e-01,1.52345858e+00,4.48211495e-01,1.07524708e+00,1.16797709e-01,1.19204479e+00,-2.22667246e-01,6.62976612e+01,1.49923069e+04,8.34182072e-09,4.02377680e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.61403793e+12,1670965,1,66,66,0,0,0,0,3.72671221e-03,1.52920859e+00,3.35432765e-01,1.19377582e+00,0.00000000e+00,1.19377582e+00,-1.64166586e-03,6.56652056e+01,1.50441459e+04,8.25429038e-09,4.01984638e-03,4.69952372e+03,2.95331221e-08,4.50646495e-03
1.61403793e+12,1670965,2,67,67,0,0,0,0,-2.17321820e-01,1.52920859e+00,4.52230473e-01,1.07697811e+00,1.16797709e-01,1.19377582e+00,-2.22690198e-01,6.56652056e+01,1.50441459e+04,8.25429038e-09,4.01984638e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.61991626e+12,1680000,0,67,67,0,0,0,0,3.72534860e-03,1.53477797e+00,3.39712218e-01,1.19506575e+00,0.00000000e+00,nan,-1.66526466e-03,6.50589384e+01,1.50938796e+04,8.18597579e-09,4.01675087e-03,4.68102112e+03,3.00085701e-08,4.51271208e-03
1.62009775e+12,1680279,1,67,67,0,0,0,0,3.72670973e-03,1.53494992e+00,3.39436237e-01,1.19551369e+00,0.00000000e+00,1.19551369e+00,-1.66459004e-03,6.50430704e+01,1.50953584e+04,8.16859034e-09,4.01595912e-03,4.68638999e+03,2.93760195e-08,4.50437942e-03
1.62009775e+12,1680279,2,68,68,0,0,0,0,-2.17321822e-01,1.53494992e+00,4.56233946e-01,1.07871598e+00,1.16797709e-01,1.19551369e+00,-2.22713122e-01,6.50430704e+01,1.50953584e+04,8.16859034e-09,4.01595912e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.62614982e+12,1689669,1,68,68,0,0,0,0,3.72671131e-03,1.54068391e+00,3.43422213e-01,1.19726170e+00,0.00000000e+00,1.19726170e+00,-1.68748083e-03,6.44385566e+01,1.51459690e+04,8.08455034e-09,4.01210888e-03,4.67349387e+03,2.92176808e-08,4.50226660e-03
1.62614982e+12,1689669,2,69,69,0,0,0,0,-2.17321821e-01,1.54068391e+00,4.60219921e-01,1.08046399e+00,1.16797709e-01,1.19726170e+00,-2.22736013e-01,6.44385566e+01,1.51459690e+04,8.08455034e-09,4.01210888e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.63219348e+12,1699134,1,69,69,0,0,0,0,3.72671008e-03,1.54640993e+00,3.47392521e-01,1.19901741e+00,0.00000000e+00,1.19901741e+00,-1.71034257e-03,6.38435102e+01,1.51959843e+04,8.00218537e-09,4.00829784e-03,4.66079092e+03,2.90638917e-08,4.50020392e-03
1.63219348e+12,1699134,2,70,70,0,0,0,0,-2.17321822e-01,1.54640993e+00,4.64190230e-01,1.08221970e+00,1.16797709e-01,1.19901741e+00,-2.22758875e-01,6.38435102e+01,1.51959843e+04,8.00218537e-09,4.00829784e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.63272006e+12,1700000,0,70,70,0,0,0,0,3.67825257e-03,1.54690884e+00,3.62030318e-01,1.18487852e+00,0.00000000e+00,nan,-1.76079193e-03,6.37875640e+01,1.52004235e+04,8.40419855e-09,4.02655365e-03,4.30298229e+03,2.64374246e-07,5.40028534e-03
1.63822942e+12,1708674,1,70,70,0,0,0,0,3.72671086e-03,1.55212864e+00,3.51346415e-01,1.20078222e+00,0.00000000e+00,1.20078222e+00,-1.73317315e-03,6.32649372e+01,1.52454220e+04,7.92139272e-09,4.00452272e-03,4.64830135e+03,2.89106995e-08,4.49813877e-03
1.63822942e+12,1708674,2,71,71,0,0,0,0,-2.17321821e-01,1.55212864e+00,4.68144124e-01,1.08398451e+00,1.16797709e-01,1.20078222e+00,-2.22781705e-01,6.32649372e+01,1.52454220e+04,7.92139272e-09,4.00452272e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.64425761e+12,1718289,1,71,71,0,0,0,0,3.72671198e-03,1.55784001e+00,3.55284591e-01,1.20255542e+00,0.00000000e+00,1.20255542e+00,-1.75597407e-03,6.26950829e+01,1.52942930e+04,7.84213471e-09,4.00078316e-03,4.63600796e+03,2.87600208e-08,4.49609722e-03
1.64425761e+12,1718289,2,72,72,0,0,0,0,-2.17321820e-01,1.55784001e+00,4.72082300e-01,1.08575771e+00,1.16797709e-01,1.20255542e+00,-2.22804506e-01,6.26950829e+01,1.52942930e+04,7.84213471e-09,4.00078316e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.64530329e+12,1720000,0,72,72,0,0,0,0,3.68396037e-03,1.55883072e+00,3.68572939e-01,1.19025778e+00,0.00000000e+00,nan,-1.80268101e-03,6.25889954e+01,1.53029042e+04,8.19231407e-09,4.01703911e-03,4.37446930e+03,1.22604537e-07,5.07840807e-03
1.65027810e+12,1727978,1,72,72,0,0,0,0,3.72671277e-03,1.56354408e+00,3.59207486e-01,1.20433659e+00,0.00000000e+00,1.20433659e+00,-1.77874619e-03,6.21406639e+01,1.53426086e+04,7.76437121e-09,3.99707862e-03,4.62390407e+03,2.86117551e-08,4.49407828e-03
1.65027810e+12,1727978,2,73,73,0,0,0,0,-2.17321819e-01,1.56354408e+00,4.76005194e-01,1.08753888e+00,1.16797709e-01,1.20433659e+00,-2.22827278e-01,6.21406639e+01,1.53426086e+04,7.76437121e-09,3.99707862e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.65629086e+12,1737741,1,73,73,0,0,0,0,3.72671211e-03,1.56924082e+00,3.63115601e-01,1.20612522e+00,0.00000000e+00,1.20612522e+00,-1.80149051e-03,6.15943454e+01,1.53903794e+04,7.68807054e-09,3.99340892e-03,4.61198153e+03,2.84660996e-08,4.49208507e-03
1.65629086e+12,1737741,2,74,74,0,0,0,0,-2.17321820e-01,1.56924082e+00,4.79913310e-01,1.08932751e+00,1.16797709e-01,1.20612522e+00,-2.22850023e-01,6.15943454e+01,1.53903794e+04,7.68807054e-09,3.99340892e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.65765456e+12,1740000,0,74,74,0,0,0,0,3.68708573e-03,1.57053285e+00,3.75676518e-01,1.19485633e+00,0.00000000e+00,nan,-1.84627519e-03,6.14620191e+01,1.54013668e+04,8.00314961e-09,4.00834267e-03,4.38828702e+03,9.29640227e-08,4.96477364e-03
1.66229590e+12,1747577,1,74,74,0,0,0,0,3.72670932e-03,1.57493025e+00,3.67009322e-01,1.20792093e+00,0.00000000e+00,1.20792093e+00,-1.82420774e-03,6.10624979e+01,1.54376158e+04,7.61319994e-09,3.98977379e-03,4.60023495e+03,2.83229020e-08,4.49011590e-03
1.66229590e+12,1747577,2,75,75,0,0,0,0,-2.17321823e-01,1.57493025e+00,4.83807031e-01,1.09112322e+00,1.16797709e-01,1.20792093e+00,-2.22872740e-01,6.10624979e+01,1.54376158e+04,7.61319994e-09,3.98977379e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.66829381e+12,1757487,1,75,75,0,0,0,0,3.72670831e-03,1.58061293e+00,3.70888077e-01,1.20972485e+00,0.00000000e+00,1.20972485e+00,-1.84689626e-03,6.05381352e+01,1.54843325e+04,7.53967738e-09,3.98617049e-03,4.58867551e+03,2.81801835e-08,4.48814377e-03
1.66829381e+12,1757487,2,76,76,0,0,0,0,-2.17321824e-01,1.58061293e+00,4.87685785e-01,1.09292714e+00,1.16797709e-01,1.20972485e+00,-2.22895428e-01,6.05381352e+01,1.54843325e+04,7.53967738e-09,3.98617049e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.66978708e+12,1760000,0,76,76,0,0,0,0,3.68824892e-03,1.58202772e+00,3.83178576e-01,1.19884914e+00,0.00000000e+00,nan,-1.89100406e-03,6.03990335e+01,1.54961191e+04,7.83567830e-09,4.00047694e-03,4.37994537e+03,8.40702361e-08,4.92377922e-03
1.67428516e+12,1767471,1,76,76,0,0,0,0,3.72671208e-03,1.58628939e+00,3.74751557e-01,1.21153783e+00,0.00000000e+00,1.21153783e+00,-1.86955517e-03,6.00272813e+01,1.55305434e+04,7.46742232e-09,3.98259625e-03,4.57730475e+03,2.80377010e-08,4.48616529e-03
1.67428516e+12,1767471,2,77,77,0,0,0,0,-2.17321820e-01,1.58628939e+00,4.91549266e-01,1.09474012e+00,1.16797709e-01,1.21153783e+00,-2.22918087e-01,6.00272813e+01,1.55305434e+04,7.46742232e-09,3.98259625e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.68026874e+12,1777527,1,77,77,0,0,0,0,3.72670978e-03,1.59195849e+00,3.78602389e-01,1.21335610e+00,0.00000000e+00,1.21335610e+00,-1.89219077e-03,5.95234885e+01,1.55762483e+04,7.39650210e-09,3.97905554e-03,4.56607356e+03,2.79010053e-08,4.48425805e-03
1.68026874e+12,1777527,2,78,78,0,0,0,0,-2.17321822e-01,1.59195849e+00,4.95400097e-01,1.09655839e+00,1.16797709e-01,1.21335610e+00,-2.22940723e-01,5.95234885e+01,1.55762483e+04,7.39650210e-09,3.97905554e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.68171277e+12,1780000,0,78,78,0,0,0,0,3.68763278e-03,1.59332663e+00,3.91036241e-01,1.20229039e+00,0.00000000e+00,nan,-1.93672992e-03,5.93938588e+01,1.55874279e+04,7.68780274e-09,3.99339597e-03,4.35649676e+03,8.53420816e-08,4.92989033e-03
1.68624568e+12,1787656,1,78,78,0,0,0,0,3.72671033e-03,1.59762130e+00,3.82438804e-01,1.21518250e+00,0.00000000e+00,1.21518250e+00,-1.91479840e-03,5.90324056e+01,1.56214651e+04,7.32680271e-09,3.97554382e-03,4.55502284e+03,2.77634313e-08,4.48232946e-03
1.68624568e+12,1787656,2,79,79,0,0,0,0,-2.17321822e-01,1.59762130e+00,4.99236513e-01,1.09838479e+00,1.16797709e-01,1.21518250e+00,-2.22963330e-01,5.90324056e+01,1.56214651e+04,7.32680271e-09,3.97554382e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.69221599e+12,1797858,1,79,79,0,0,0,0,3.72671237e-03,1.60327783e+00,3.86261416e-01,1.21701641e+00,0.00000000e+00,1.21701641e+00,-1.93737946e-03,5.85478377e+01,1.56662024e+04,7.25829381e-09,3.97206064e-03,4.54413498e+03,2.76275778e-08,4.48041595e-03
1.69221599e+12,1797858,2,80,80,0,0,0,0,-2.17321820e-01,1.60327783e+00,5.03059124e-01,1.10021870e+00,1.16797709e-01,1.21701641e+00,-2.22985912e-01,5.85478377e+01,1.56662024e+04,7.25829381e-09,3.97206064e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.69344249e+12,1800000,0,80,80,0,0,0,0,3.68527426e-03,1.60443987e+00,3.99247323e-01,1.20519254e+00,0.00000000e+00,nan,-1.98345689e-03,5.84413580e+01,1.56755265e+04,7.55730651e-09,3.98703756e-03,4.31809486e+03,9.78463692e-08,4.98570052e-03
1.69817898e+12,1808131,1,80,80,0,0,0,0,3.72670945e-03,1.60892741e+00,3.90071839e-01,1.21885557e+00,0.00000000e+00,1.21885557e+00,-1.95993777e-03,5.80753019e+01,1.57104636e+04,7.19100526e-09,3.96860859e-03,4.53338317e+03,2.74959431e-08,4.47855320e-03
1.69817898e+12,1808131,2,81,81,0,0,0,0,-2.17321823e-01,1.60892741e+00,5.06869548e-01,1.10205787e+00,1.16797709e-01,1.21885557e+00,-2.23008470e-01,5.80753019e+01,1.57104636e+04,7.19100526e-09,3.96860859e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.70413582e+12,1818477,1,81,81,0,0,0,0,3.72671082e-03,1.61457118e+00,3.93868251e-01,1.22070293e+00,0.00000000e+00,1.22070293e+00,-1.98246855e-03,5.76088291e+01,1.57542658e+04,7.12482349e-09,3.96518288e-03,4.52280437e+03,2.73629367e-08,4.47666230e-03
1.70413582e+12,1818477,2,82,82,0,0,0,0,-2.17321821e-01,1.61457118e+00,5.10665959e-01,1.10390522e+00,1.16797709e-01,1.22070293e+00,-2.23031001e-01,5.76088291e+01,1.57542658e+04,7.12482349e-09,3.96518288e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.70498613e+12,1820000,0,82,82,0,0,0,0,3.68104623e-03,1.61537680e+00,4.07854491e-01,1.20752231e+00,0.00000000e+00,nan,-2.03134950e-03,5.75372443e+01,1.57606203e+04,7.44184033e-09,3.98132280e-03,4.25712963e+03,1.38308976e-07,5.12827211e-03
1.71008582e+12,1828894,1,82,82,0,0,0,0,3.72670939e-03,1.62020847e+00,3.97652484e-01,1.22255598e+00,0.00000000e+00,1.22255598e+00,-2.00497626e-03,5.71536710e+01,1.57976118e+04,7.05977563e-09,3.96178591e-03,4.51236033e+03,2.72336557e-08,4.47481588e-03
1.71008582e+12,1828894,2,83,83,0,0,0,0,-2.17321823e-01,1.62020847e+00,5.14450193e-01,1.10575827e+00,1.16797709e-01,1.22255598e+00,-2.23053508e-01,5.71536710e+01,1.57976118e+04,7.05977563e-09,3.96178591e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.71602956e+12,1839383,1,83,83,0,0,0,0,3.72670942e-03,1.62583982e+00,4.01423792e-01,1.22441603e+00,0.00000000e+00,1.22441603e+00,-2.02745883e-03,5.67042197e+01,1.58405135e+04,6.99579741e-09,3.95841532e-03,4.50206908e+03,2.71047352e-08,4.47296619e-03
1.71602956e+12,1839383,2,84,84,0,0,0,0,-2.17321823e-01,1.62583982e+00,5.18221501e-01,1.10761832e+00,1.16797709e-01,1.22441603e+00,-2.23075991e-01,5.67042197e+01,1.58405135e+04,6.99579741e-09,3.95841532e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.71635274e+12,1840000,0,84,84,0,0,0,0,3.67417217e-03,1.62614602e+00,4.17068956e-01,1.20907706e+00,0.00000000e+00,nan,-2.08121855e-03,5.66778440e+01,1.58428913e+04,7.33795497e-09,3.97610787e-03,4.12343380e+03,4.02257846e-07,5.58015976e-03
1.72196692e+12,1849943,1,84,84,0,0,0,0,3.72670889e-03,1.63146513e+00,4.05182859e-01,1.22628227e+00,0.00000000e+00,1.22628227e+00,-2.04991782e-03,5.62654221e+01,1.58829778e+04,6.93287496e-09,3.95507130e-03,4.49191638e+03,2.69778795e-08,4.47113784e-03
1.72196692e+12,1849943,2,85,85,0,0,0,0,-2.17321823e-01,1.63146513e+00,5.21980568e-01,1.10948456e+00,1.16797709e-01,1.22628227e+00,-2.23098450e-01,5.62654221e+01,1.58829778e+04,6.93287496e-09,3.95507130e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.72757735e+12,1860000,0,85,85,0,0,0,0,3.72415193e-03,1.63678069e+00,4.09470979e-01,1.22730971e+00,0.00000000e+00,nan,-2.07369660e-03,5.58524027e+01,1.59228094e+04,6.89504014e-09,3.95304649e-03,4.47314116e+03,2.79012783e-08,4.48426187e-03
1.72789844e+12,1860575,1,85,85,0,0,0,0,3.72671148e-03,1.63708491e+00,4.08929108e-01,1.22815580e+00,0.00000000e+00,1.22815580e+00,-2.07235161e-03,5.58319705e+01,1.59250156e+04,6.87094713e-09,3.95175153e-03,4.48191303e+03,2.68511986e-08,4.46930374e-03
1.72789844e+12,1860575,2,86,86,0,0,0,0,-2.17321821e-01,1.63708491e+00,5.25726817e-01,1.11135809e+00,1.16797709e-01,1.22815580e+00,-2.23120884e-01,5.58319705e+01,1.59250156e+04,6.87094713e-09,3.95175153e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.73382345e+12,1871277,1,86,86,0,0,0,0,3.72671058e-03,1.64269852e+00,4.12664213e-01,1.23003430e+00,0.00000000e+00,1.23003430e+00,-2.09476426e-03,5.54086077e+01,1.59666293e+04,6.81004238e-09,3.94845841e-03,4.47202931e+03,2.67281652e-08,4.46751446e-03
1.73382345e+12,1871277,2,87,87,0,0,0,0,-2.17321821e-01,1.64269852e+00,5.29461922e-01,1.11323660e+00,1.16797709e-01,1.23003430e+00,-2.23143296e-01,5.54086077e+01,1.59666293e+04,6.81004238e-09,3.94845841e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.73861446e+12,1880000,0,87,87,0,0,0,0,3.71753161e-03,1.64723772e+00,4.18355113e-01,1.22888261e+00,0.00000000e+00,nan,-2.12206554e-03,5.50613696e+01,1.60001726e+04,6.83246286e-09,3.94967397e-03,4.43006065e+03,3.08296008e-08,4.52327911e-03
1.73974249e+12,1882050,1,87,87,0,0,0,0,3.72671034e-03,1.64830646e+00,4.16387411e-01,1.23191905e+00,0.00000000e+00,1.23191905e+00,-2.11715363e-03,5.49902917e+01,1.60078296e+04,6.75010618e-09,3.94518990e-03,4.46228306e+03,2.66055466e-08,4.46572331e-03
1.73974249e+12,1882050,2,88,88,0,0,0,0,-2.17321822e-01,1.64830646e+00,5.33185119e-01,1.11512134e+00,1.16797709e-01,1.23191905e+00,-2.23165686e-01,5.49902917e+01,1.60078296e+04,6.75010618e-09,3.94518990e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.74565540e+12,1892893,1,88,88,0,0,0,0,3.72670878e-03,1.65390861e+00,4.20099342e-01,1.23380927e+00,0.00000000e+00,1.23380927e+00,-2.13952121e-03,5.45814933e+01,1.60486224e+04,6.69112930e-09,3.94194634e-03,4.45266147e+03,2.64849028e-08,4.46395324e-03
1.74565540e+12,1892893,2,89,89,0,0,0,0,-2.17321823e-01,1.65390861e+00,5.36897050e-01,1.11701156e+00,1.16797709e-01,1.23380927e+00,-2.23188053e-01,5.45814933e+01,1.60486224e+04,6.69112930e-09,3.94194634e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.74949779e+12,1900000,0,89,89,0,0,0,0,3.70949411e-03,1.65754906e+00,4.27539973e-01,1.23000908e+00,0.00000000e+00,nan,-2.17126997e-03,5.43065757e+01,1.60751729e+04,6.77940407e-09,3.94679108e-03,4.38035359e+03,3.57471173e-08,4.58140905e-03
1.75156274e+12,1903807,1,89,89,0,0,0,0,3.72670965e-03,1.65950548e+00,4.23799375e-01,1.23570611e+00,0.00000000e+00,1.23570611e+00,-2.16186525e-03,5.41774333e+01,1.60890179e+04,6.63305670e-09,3.93872554e-03,4.44317582e+03,2.63643560e-08,4.46217683e-03
1.75156274e+12,1903807,2,90,90,0,0,0,0,-2.17321822e-01,1.65950548e+00,5.40597083e-01,1.11890840e+00,1.16797709e-01,1.23570611e+00,-2.23210397e-01,5.41774333e+01,1.60890179e+04,6.63305670e-09,3.93872554e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.75746434e+12,1914791,1,90,90,0,0,0,0,3.72671049e-03,1.66509690e+00,4.27488285e-01,1.23760862e+00,0.00000000e+00,1.23760862e+00,-2.18418758e-03,5.37823741e+01,1.61290212e+04,6.57588126e-09,3.93552790e-03,4.43381106e+03,2.62457319e-08,4.46042111e-03
1.75746434e+12,1914791,2,91,91,0,0,0,0,-2.17321822e-01,1.66509690e+00,5.44285993e-01,1.12081091e+00,1.16797709e-01,1.23760862e+00,-2.23232720e-01,5.37823741e+01,1.61290212e+04,6.57588126e-09,3.93552790e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.76023390e+12,1920000,0,91,91,0,0,0,0,3.69984470e-03,1.66772091e+00,4.37092007e-01,1.23062890e+00,0.00000000e+00,nan,-2.22152944e-03,5.35863858e+01,1.61479219e+04,6.73418789e-09,3.94431713e-03,4.32003459e+03,4.52352192e-08,4.67454791e-03
1.76336020e+12,1925845,1,91,91,0,0,0,0,3.72671077e-03,1.67068289e+00,4.31166363e-01,1.23951653e+00,0.00000000e+00,1.23951653e+00,-2.20648878e-03,5.33918126e+01,1.61686385e+04,6.51958656e-09,3.93235329e-03,4.42456462e+03,2.61287178e-08,4.45868172e-03
1.76336020e+12,1925845,2,92,92,0,0,0,0,-2.17321821e-01,1.67068289e+00,5.47964072e-01,1.12271882e+00,1.16797709e-01,1.23951653e+00,-2.23255021e-01,5.33918126e+01,1.61686385e+04,6.51958656e-09,3.93235329e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.76925013e+12,1936968,1,92,92,0,0,0,0,3.72670839e-03,1.67626326e+00,4.34834224e-01,1.24142904e+00,0.00000000e+00,1.24142904e+00,-2.22877022e-03,5.30097981e+01,1.62078748e+04,6.46417079e-09,3.92920238e-03,4.41542810e+03,2.60138781e-08,4.45696735e-03
1.76925013e+12,1936968,2,93,93,0,0,0,0,-2.17321824e-01,1.67626326e+00,5.51631932e-01,1.12463133e+00,1.16797709e-01,1.24142904e+00,-2.23277302e-01,5.30097981e+01,1.62078748e+04,6.46417079e-09,3.92920238e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.77082885e+12,1940000,0,93,93,0,0,0,0,3.68816288e-03,1.67775901e+00,4.47138497e-01,1.23062051e+00,0.00000000e+00,nan,-2.27328734e-03,5.28992427e+01,1.62185221e+04,6.69482657e-09,3.94215049e-03,4.23740179e+03,7.08604725e-08,4.85445225e-03
1.77513521e+12,1948162,1,93,93,0,0,0,0,3.72671178e-03,1.68183904e+00,4.38490183e-01,1.24334886e+00,0.00000000e+00,1.24334886e+00,-2.25102754e-03,5.26319859e+01,1.62467430e+04,6.40954716e-09,3.92607100e-03,4.40642881e+03,2.58974730e-08,4.45522217e-03
1.77513521e+12,1948162,2,94,94,0,0,0,0,-2.17321820e-01,1.68183904e+00,5.55287891e-01,1.12655115e+00,1.16797709e-01,1.24334886e+00,-2.23299560e-01,5.26319859e+01,1.62467430e+04,6.40954716e-09,3.92607100e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.78101418e+12,1959424,1,94,94,0,0,0,0,3.72670911e-03,1.68740903e+00,4.42137087e-01,1.24527194e+00,0.00000000e+00,1.24527194e+00,-2.27326781e-03,5.22623059e+01,1.62852405e+04,6.35578181e-09,3.92296365e-03,4.39751750e+03,2.57858701e-08,4.45354188e-03
1.78101418e+12,1959424,2,95,95,0,0,0,0,-2.17321823e-01,1.68740903e+00,5.58934795e-01,1.12847423e+00,1.16797709e-01,1.24527194e+00,-2.23321800e-01,5.22623059e+01,1.62852405e+04,6.35578181e-09,3.92296365e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.78128822e+12,1960000,0,95,95,0,0,0,0,3.67247604e-03,1.68766867e+00,4.58204363e-01,1.22946430e+00,0.00000000e+00,nan,-2.32853746e-03,5.22434162e+01,1.62870695e+04,6.65685910e-09,3.94004893e-03,4.03031916e+03,4.37479092e-07,5.61648182e-03
1.78688809e+12,1970756,1,95,95,0,0,0,0,3.72670944e-03,1.69297423e+00,4.45773010e-01,1.24720122e+00,0.00000000e+00,1.24720122e+00,-2.29548596e-03,5.18966225e+01,1.63233799e+04,6.30279491e-09,3.91987647e-03,4.38873189e+03,2.56730822e-08,4.45183663e-03
1.78688809e+12,1970756,2,96,96,0,0,0,0,-2.17321823e-01,1.69297423e+00,5.62570718e-01,1.13040351e+00,1.16797709e-01,1.24720122e+00,-2.23344018e-01,5.18966225e+01,1.63233799e+04,6.30279491e-09,3.91987647e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.79164442e+12,1980000,0,96,96,0,0,0,0,3.71744200e-03,1.69748057e+00,4.51412995e-01,1.24606758e+00,0.00000000e+00,nan,-2.32274451e-03,5.16002622e+01,1.63541750e+04,6.32369599e-09,3.92109720e-03,4.34955371e+03,2.95599855e-08,4.50682049e-03
1.79275676e+12,1982157,1,96,96,0,0,0,0,3.72670992e-03,1.69853446e+00,4.49398813e-01,1.24913564e+00,0.00000000e+00,1.24913564e+00,-2.31768411e-03,5.15386157e+01,1.63611653e+04,6.25058322e-09,3.91680994e-03,4.38005304e+03,2.55619760e-08,4.45014974e-03
1.79275676e+12,1982157,2,97,97,0,0,0,0,-2.17321822e-01,1.69853446e+00,5.66196522e-01,1.13233793e+00,1.16797709e-01,1.24913564e+00,-2.23366216e-01,5.15386157e+01,1.63611653e+04,6.25058322e-09,3.91680994e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.79862017e+12,1993627,1,97,97,0,0,0,0,3.72670986e-03,1.70408970e+00,4.53014809e-01,1.25107489e+00,0.00000000e+00,1.25107489e+00,-2.33986290e-03,5.11844227e+01,1.63986019e+04,6.19913463e-09,3.91376404e-03,4.37147803e+03,2.54523396e-08,4.44847824e-03
1.79862017e+12,1993627,2,98,98,0,0,0,0,-2.17321822e-01,1.70408970e+00,5.69812518e-01,1.13427718e+00,1.16797709e-01,1.25107489e+00,-2.23388395e-01,5.11844227e+01,1.63986019e+04,6.19913463e-09,3.91376404e-03,1.51000000e+02,0.00000000e+00,0.00000000e+00
1.80184867e+12,2000000,0,98,98,0,0,0,0,3.70396965e-03,1.70714852e+00,4.61655888e-01,1.24549263e+00,0.00000000e+00,nan,-2.37481512e-03,5.09834698e+01,1.64193086e+04,6.31575809e-09,3.92063405e-03,4.28200959e+03,3.87299341e-08,4.61302450e-03
1.80447864e+12,2005166,1,98,98,0,0,0,0,3.72671143e-03,1.70964026e+00,4.56620671e-01,1.25301959e+00,0.00000000e+00,1.25301959e+00,-2.36202139e-03,5.08375157e+01,1.64356969e+04,6.14841592e-09,3.91073746e-03,4.36301243e+03,2.53431505e-08,4.44680666e-03
